par chr ind mid sexind
F 8 15 140893054 15F
M 8 15 6260101 15M
M 8 15 137399766 15M
F 9 15 85390665.5 15F
F 9 15 139577614.5 15F
M 9 15 103892805 15M
F 10 15 95860322.5 15F
F 10 15 130964822.5 15F
M 10 15 50637005 15M
F 11 15 2297353 15F
F 11 15 109304787 15F
M 11 15 16452819.5 15M
F 12 15 13085128 15F
M 12 15 23838290 15M
M 12 15 53394146 15M
M 12 15 129035358 15M
F 13 15 30539819.5 15F
F 13 15 103956076 15F
M 13 15 27637567.5 15M
M 13 15 110248481.5 15M
F 14 15 94924323 15F
M 14 15 90046669 15M
F 15 15 35120981.5 15F
F 15 15 78651576 15F
M 15 15 26502400.5 15M
M 15 15 57705375.5 15M
F 16 15 48112357.5 15F
F 16 15 83910722 15F
M 16 15 54406976.5 15M
F 17 15 41570746 15F
F 17 15 42147421 15F
M 17 15 12468891 15M
M 18 15 14209958 15M
M 18 15 41617097 15M
M 18 15 69808247.5 15M
M 19 15 14825961.5 15M
F 20 15 3460490.5 15F
F 20 15 59691921.5 15F
F 21 15 41473342 15F
M 21 15 33989932.5 15M
M 21 15 34743817 15M
F 22 15 41180344 15F
F 1 16 32422417.5 16F
F 1 16 99488976.5 16F
F 1 16 246273704 16F
M 1 16 158110750.5 16M
M 1 16 236541569.5 16M
F 2 16 154805994.5 16F
M 2 16 19841413.5 16M
M 2 16 182017903 16M
F 3 16 3497594 16F
M 3 16 31890136 16M
M 3 16 74440624.5 16M
M 3 16 127691852 16M
F 4 16 139985117 16F
F 4 16 188961562 16F
M 4 16 33240253 16M
M 4 16 117197022 16M
M 4 16 161649465.5 16M
F 5 16 166929381 16F
M 5 16 36626117.5 16M
M 5 16 88976649.5 16M
M 5 16 118231554.5 16M
M 5 16 154622192 16M
F 6 16 1319411.5 16F
F 6 16 156826783 16F
M 6 16 17830030 16M
M 6 16 44100979 16M
M 6 16 77081713.5 16M
M 6 16 152918833.5 16M
F 7 16 21124982 16F
F 7 16 83336545.5 16F
M 7 16 20011409.5 16M
M 7 16 57235133.5 16M
M 7 16 106244185 16M
M 7 16 135447202.5 16M
F 8 16 6415602 16F
F 8 16 75425833 16F
F 9 16 139095014.5 16F
M 9 16 72909379 16M
F 10 16 3955308.5 16F
M 10 16 21634212.5 16M
M 10 16 71060408.5 16M
M 10 16 91820654 16M
M 10 16 119497154.5 16M
F 11 16 13627202 16F
F 11 16 125968163.5 16F
M 11 16 40199337 16M
F 13 16 25224205.5 16F
F 13 16 94596180.5 16F
M 13 16 23160292.5 16M
M 13 16 50552630 16M
M 13 16 104228115.5 16M
F 14 16 55695508.5 16F
M 14 16 21147300 16M
F 15 16 37473130 16F
F 15 16 52634544.5 16F
F 16 16 87114557 16F
M 16 16 11383751.5 16M
M 16 16 55556136.5 16M
F 17 16 2754111 16F
F 18 16 7155933.5 16F
F 18 16 70813198.5 16F
M 18 16 10402112 16M
F 19 16 2649378.5 16F
F 19 16 53225084.5 16F
F 20 16 45315874.5 16F
M 20 16 7491185.5 16M
M 20 16 16013502 16M
M 20 16 36419613.5 16M
F 21 16 24290948.5 16F
M 21 16 21988171.5 16M
F 22 16 24377479 16F
F 22 16 42823805.5 16F
F 1 17 163044065 17F
F 1 17 240251622.5 17F
M 1 17 38805249 17M
M 1 17 66530562 17M
M 1 17 102077059 17M
M 1 17 163092245 17M
M 1 17 192635913.5 17M
M 1 17 236993338 17M
F 2 17 2324928.5 17F
F 2 17 134714166.5 17F
F 2 17 211581556 17F
M 2 17 3191297 17M
M 2 17 106546156.5 17M
M 2 17 133060760 17M
F 3 17 191943974.5 17F
M 3 17 128077063 17M
F 4 17 21317045.5 17F
F 4 17 97874476 17F
F 4 17 156721259.5 17F
M 4 17 45618693 17M
M 4 17 66309337.5 17M
M 4 17 133739013.5 17M
M 4 17 182685766.5 17M
F 5 17 5509986 17F
M 5 17 7715517.5 17M
M 5 17 26904812 17M
M 5 17 88600259.5 17M
M 5 17 146514244 17M
F 6 17 821239 17F
F 6 17 114732966.5 17F
F 6 17 166677145.5 17F
M 6 17 18171130.5 17M
M 6 17 92088989.5 17M
M 6 17 150831384.5 17M
M 6 17 166797249 17M
F 7 17 7523725.5 17F
F 7 17 90707024.5 17F
M 7 17 2542734 17M
F 8 17 70477973 17F
F 8 17 123823179 17F
F 8 17 134261521 17F
M 8 17 29350526.5 17M
M 9 17 14224462.5 17M
M 9 17 29022112 17M
M 9 17 84593059 17M
M 9 17 136563332 17M
F 10 17 91332220.5 17F
F 10 17 130116734 17F
M 10 17 85507895.5 17M
M 10 17 122475025 17M
M 10 17 130446650.5 17M
F 11 17 125894049 17F
M 11 17 19805874 17M
M 11 17 79239821.5 17M
M 11 17 129172838.5 17M
F 12 17 92984778 17F
F 12 17 127159716.5 17F
M 12 17 11998067 17M
F 13 17 36214278.5 17F
M 13 17 23422432.5 17M
M 13 17 52412939 17M
M 13 17 108094205.5 17M
F 14 17 47617835 17F
F 15 17 69620247.5 17F
F 15 17 92295933.5 17F
M 15 17 68124726 17M
F 16 17 6323275.5 17F
F 17 17 2770906.5 17F
F 17 17 36898045.5 17F
F 18 17 4830699 17F
F 18 17 67100760 17F
M 18 17 13442238.5 17M
F 19 17 8641812 17F
F 20 17 58985043 17F
M 20 17 4339796 17M
F 22 17 24706927 17F
F 22 17 47546160.5 17F
F 1 18 245958758 18F
M 1 18 15089589 18M
M 1 18 231525995.5 18M
F 2 18 9708254.5 18F
F 2 18 42055069.5 18F
F 2 18 158978205.5 18F
F 2 18 235422766.5 18F
F 3 18 479828 18F
F 3 18 53465337 18F
F 3 18 195935601 18F
M 3 18 42393439.5 18M
M 3 18 71423856.5 18M
F 4 18 31037174 18F
M 4 18 7769700 18M
M 4 18 82502386 18M
F 5 18 27639119 18F
M 5 18 32094349.5 18M
M 5 18 75513698.5 18M
M 5 18 162328674.5 18M
F 6 18 109753074 18F
M 6 18 20454621 18M
M 6 18 132048609.5 18M
F 7 18 97004195.5 18F
M 7 18 42031940.5 18M
F 8 18 6474160 18F
F 8 18 137598359 18F
M 8 18 73404620.5 18M
M 8 18 127531967 18M
F 9 18 17887629 18F
F 9 18 139118187 18F
M 9 18 83428831 18M
M 9 18 112620990 18M
M 9 18 134220778.5 18M
F 10 18 3798823 18F
F 10 18 20190280.5 18F
M 10 18 29177306 18M
M 10 18 103081737.5 18M
M 11 18 6285179 18M
M 11 18 62976228.5 18M
F 12 18 124464586.5 18F
M 12 18 10345246 18M
F 13 18 109211746 18F
M 13 18 46333190.5 18M
M 13 18 107213912 18M
F 14 18 22165702 18F
F 14 18 85419202 18F
M 14 18 20671473 18M
M 14 18 56186684 18M
F 15 18 36850024 18F
M 15 18 79114785.5 18M
M 16 18 7629404.5 18M
M 16 18 38514109 18M
M 16 18 53521220 18M
F 17 18 63330163.5 18F
F 18 18 988892.5 18F
M 18 18 5256373.5 18M
M 18 18 55281767.5 18M
F 19 18 3532452 18F
F 20 18 7676259.5 18F
F 20 18 54489701 18F
M 22 18 16130088.5 18M
F 1 19 187292067.5 19F
M 1 19 15515876.5 19M
M 1 19 39620049.5 19M
M 1 19 94316686.5 19M
M 1 19 171277651.5 19M
M 1 19 198976848 19M
F 2 19 142594562.5 19F
F 2 19 240162757 19F
M 2 19 11224605.5 19M
M 2 19 38672850 19M
M 2 19 206336492.5 19M
M 2 19 220407850.5 19M
F 3 19 2647391 19F
F 3 19 71509830.5 19F
F 3 19 196399738.5 19F
M 3 19 8626967 19M
F 4 19 190861597 19F
M 4 19 127328189.5 19M
F 5 19 22040996.5 19F
F 5 19 108347402.5 19F
M 5 19 106883614 19M
M 5 19 154103867.5 19M
F 6 19 10349980 19F
F 6 19 112975525 19F
M 6 19 37011168 19M
M 7 19 8233401 19M
M 7 19 28225564.5 19M
M 8 19 70469449.5 19M
M 8 19 139328069.5 19M
F 9 19 1196103 19F
F 9 19 138067578.5 19F
M 9 19 14258310 19M
F 10 19 3358420.5 19F
F 10 19 128155207 19F
M 10 19 30495025.5 19M
M 10 19 76851865.5 19M
M 10 19 125595302 19M
F 11 19 1998097 19F
F 11 19 80587895 19F
M 11 19 115955783 19M
F 12 19 756488.5 19F
F 12 19 112474013 19F
M 12 19 116230515 19M
M 13 19 24975986 19M
M 13 19 92970310.5 19M
M 13 19 113892135.5 19M
F 14 19 36551698.5 19F
F 14 19 105106165 19F
M 14 19 76336525 19M
F 15 19 21577991 19F
F 15 19 98577720.5 19F
M 15 19 24934305 19M
F 16 19 62660999 19F
M 16 19 12070225 19M
M 16 19 64464122.5 19M
F 17 19 3517403 19F
F 17 19 53046519 19F
M 17 19 62927510 19M
F 18 19 59840682 19F
M 18 19 8252097.5 19M
M 18 19 54976969.5 19M
F 19 19 46317204.5 19F
F 19 19 59625934.5 19F
M 19 19 17796178.5 19M
F 20 19 11167869 19F
M 20 19 45670315.5 19M
M 21 19 18489206 19M
F 1 20 179020432 20F
F 1 20 232565615 20F
F 1 20 246372370 20F
M 1 20 22344936.5 20M
M 1 20 91322163 20M
F 2 20 16701711.5 20F
F 2 20 159788236.5 20F
F 2 20 204790639.5 20F
M 2 20 235030435 20M
F 3 20 2426316 20F
F 3 20 53717482 20F
M 3 20 186731186 20M
F 4 20 87261075 20F
M 4 20 109599909 20M
F 5 20 4457452.5 20F
M 5 20 35115907 20M
F 6 20 138383072.5 20F
M 6 20 44422017.5 20M
M 6 20 82485245 20M
F 7 20 93632027 20F
F 7 20 156634468 20F
M 7 20 33395648.5 20M
M 7 20 139632982 20M
M 8 20 81740710.5 20M
M 8 20 134431352 20M
F 9 20 57320845 20F
F 9 20 109924164.5 20F
F 10 20 80649118.5 20F
F 10 20 134979572 20F
M 10 20 95348019 20M
M 10 20 120418760 20M
F 11 20 116370712 20F
F 11 20 130633592 20F
F 11 20 134355267.5 20F
M 11 20 11313047 20M
M 11 20 70892113.5 20M
F 12 20 25432677 20F
F 12 20 129294298 20F
M 12 20 114675646 20M
F 13 20 26370597.5 20F
M 13 20 100167845 20M
M 14 20 36263212 20M
F 15 20 54116645.5 20F
F 15 20 90447385.5 20F
M 15 20 52226357 20M
F 16 20 3262229.5 20F
M 17 20 9330463 20M
M 17 20 27094367.5 20M
F 18 20 901930.5 20F
M 18 20 58409400 20M
F 19 20 1596534 20F
F 19 20 53580721 20F
M 19 20 54382522 20M
F 20 20 1722976.5 20F
M 20 20 9392243.5 20M
F 21 20 45578369.5 20F
M 21 20 27576340 20M
F 22 20 49186405.5 20F
F 1 21 38262346.5 21F
F 1 21 182753547.5 21F
F 1 21 243537471.5 21F
M 1 21 4015642.5 21M
M 1 21 11592679.5 21M
M 1 21 58634628.5 21M
M 1 21 63283181.5 21M
M 1 21 243196345.5 21M
F 2 21 11442888.5 21F
M 2 21 172976487.5 21M
F 3 21 104171731.5 21F
F 3 21 195917189 21F
M 3 21 23671113.5 21M
M 3 21 67386641.5 21M
M 3 21 73496306.5 21M
M 3 21 128352353.5 21M
F 4 21 94360303.5 21F
F 4 21 156980153 21F
M 4 21 33066024 21M
F 5 21 9506434 21F
F 5 21 76358852.5 21F
F 5 21 148532829.5 21F
M 5 21 128740192.5 21M
M 5 21 166267559.5 21M
F 6 21 5502664 21F
F 6 21 106010741 21F
M 6 21 47332862 21M
M 6 21 112853088 21M
F 7 21 37339890.5 21F
F 7 21 105373381.5 21F
M 7 21 9128289.5 21M
M 7 21 43183195 21M
M 7 21 84849358 21M
F 8 21 1671784.5 21F
F 8 21 115613105.5 21F
M 8 21 94976902.5 21M
M 9 21 24752399.5 21M
M 9 21 78055766.5 21M
M 9 21 131117100 21M
F 10 21 68383702 21F
M 10 21 13337456 21M
M 10 21 130748715 21M
F 11 21 126251134.5 21F
F 11 21 130897565.5 21F
M 11 21 94879789 21M
M 11 21 127219689 21M
F 12 21 41336492.5 21F
F 12 21 116108867.5 21F
M 12 21 91228103.5 21M
F 13 21 112173345 21F
M 13 21 50584704.5 21M
F 14 21 29833294.5 21F
M 14 21 33201936.5 21M
M 15 21 38388019.5 21M
M 15 21 94614450.5 21M
F 16 21 18595487 21F
F 16 21 81726238.5 21F
F 17 21 70237008 21F
M 17 21 5478238 21M
M 17 21 31689839.5 21M
M 17 21 78494500 21M
M 18 21 7162581 21M
M 18 21 41230966.5 21M
F 19 21 58206577 21F
M 19 21 38390871 21M
F 20 21 40605189.5 21F
M 20 21 56649636 21M
F 21 21 43473644 21F
M 22 21 21416763 21M
F 1 22 48014353 22F
F 1 22 190953691 22F
M 1 22 107204431.5 22M
M 1 22 242317317.5 22M
M 2 22 71846374 22M
M 2 22 223742562 22M
F 3 22 123448310.5 22F
F 3 22 189523069.5 22F
M 3 22 53588387.5 22M
F 4 22 127629040 22F
M 4 22 40264480 22M
M 4 22 55516721.5 22M
M 4 22 169852976 22M
F 5 22 31194879 22F
F 5 22 179375401 22F
M 5 22 6929057.5 22M
M 5 22 106891934 22M
M 5 22 180384058 22M
M 6 22 114328946 22M
M 6 22 149294509 22M
F 7 22 29221898.5 22F
F 7 22 153214222.5 22F
M 7 22 12054954.5 22M
M 7 22 68451454.5 22M
M 7 22 158517043 22M
F 8 22 16956508.5 22F
F 8 22 131048106 22F
M 8 22 77268736.5 22M
M 9 22 28379690.5 22M
M 9 22 128142720.5 22M
F 10 22 15331105.5 22F
M 10 22 70670800 22M
M 10 22 102948987 22M
M 10 22 117825185 22M
F 11 22 89422898.5 22F
M 11 22 17997445.5 22M
M 11 22 110743492.5 22M
F 12 22 128597855 22F
M 12 22 51432725 22M
M 12 22 99894464 22M
F 13 22 72741528.5 22F
M 13 22 27921307 22M
F 14 22 72101174 22F
M 14 22 91834868 22M
F 15 22 58996985.5 22F
F 15 22 99723732 22F
M 15 22 77154365.5 22M
F 16 22 7112863.5 22F
M 16 22 77528797.5 22M
F 17 22 8700847 22F
M 17 22 30648678.5 22M
M 17 22 61680785.5 22M
F 18 22 1557757 22F
F 18 22 75831290 22F
M 18 22 11916582 22M
F 19 22 6697317 22F
F 20 22 905786.5 22F
F 21 22 44920727 22F
M 21 22 21571350.5 22M
F 22 22 44043222 22F
M 22 22 30518002 22M
F 1 23 56592513.5 23F
M 1 23 19028465 23M
M 1 23 41202050.5 23M
M 1 23 54624436 23M
M 1 23 99826069 23M
M 1 23 171368733.5 23M
M 1 23 204705607 23M
F 2 23 77502875.5 23F
F 2 23 241552137.5 23F
M 2 23 26629617.5 23M
M 2 23 56359663 23M
M 2 23 74024167 23M
M 2 23 183778787 23M
F 3 23 29398481 23F
M 3 23 39777707 23M
M 3 23 73182789 23M
M 3 23 124172713 23M
M 3 23 140667601 23M
M 3 23 186335192.5 23M
F 4 23 85703764 23F
F 4 23 184952753.5 23F
M 4 23 54144678.5 23M
M 4 23 125921951 23M
M 4 23 155027209.5 23M
F 5 23 5798246.5 23F
F 5 23 163898223.5 23F
M 5 23 27231229 23M
M 5 23 151598362 23M
M 5 23 168645254.5 23M
F 6 23 994926 23F
M 6 23 56236752 23M
M 6 23 106425576 23M
M 6 23 134987039.5 23M
F 7 23 8503065 23F
M 7 23 13739788 23M
M 7 23 95942542 23M
M 7 23 149740812 23M
F 8 23 146118049.5 23F
M 8 23 83938339 23M
M 8 23 114757256 23M
F 9 23 2153448 23F
F 9 23 136802373.5 23F
M 9 23 933666.5 23M
M 9 23 100212003 23M
M 9 23 134733531.5 23M
F 10 23 98415448.5 23F
M 10 23 24468159 23M
M 10 23 65704131 23M
M 11 23 32246723 23M
M 11 23 43836588 23M
M 11 23 64798696.5 23M
M 11 23 76472755 23M
F 12 23 1910930.5 23F
F 12 23 107175852 23F
M 12 23 17212716.5 23M
M 12 23 89114884.5 23M
M 13 23 112846756.5 23M
F 14 23 38467344.5 23F
F 14 23 100385068 23F
M 14 23 38416700 23M
M 14 23 61079964.5 23M
M 14 23 76310077 23M
F 15 23 31472469.5 23F
F 15 23 99474784.5 23F
M 15 23 58895190 23M
F 16 23 81670804 23F
M 16 23 13238264 23M
F 17 23 77246856 23F
M 17 23 15476772 23M
M 17 23 39975587.5 23M
M 17 23 65704245 23M
M 18 23 6325532.5 23M
F 19 23 48695851.5 23F
M 19 23 20141289.5 23M
M 20 23 20398731.5 23M
M 20 23 48775212.5 23M
F 1 24 106511003.5 24F
F 1 24 166640462 24F
F 1 24 238816756.5 24F
M 1 24 114573184.5 24M
M 1 24 209149918.5 24M
M 1 24 237356887 24M
F 2 24 3646219 24F
F 2 24 234706150.5 24F
M 2 24 85197752 24M
M 2 24 143576650 24M
F 3 24 189834150.5 24F
M 3 24 61660169.5 24M
M 3 24 126376487 24M
M 3 24 176620221 24M
F 5 24 73254769 24F
M 5 24 107170871.5 24M
F 6 24 3200845.5 24F
F 6 24 166824561.5 24F
M 6 24 42207579 24M
M 7 24 13772838.5 24M
M 7 24 18883787.5 24M
M 7 24 47699172.5 24M
F 8 24 46522249 24F
M 8 24 30195290.5 24M
M 8 24 121772518 24M
F 9 24 72377632.5 24F
M 9 24 27251700.5 24M
M 9 24 115318489 24M
F 10 24 94994773 24F
M 10 24 24470878 24M
M 10 24 59929604.5 24M
M 10 24 114351807.5 24M
F 11 24 1455010 24F
F 11 24 126527909 24F
F 12 24 3514034.5 24F
M 12 24 20184116 24M
F 13 24 81216964 24F
M 13 24 71144789 24M
M 13 24 100381934.5 24M
F 14 24 95946787.5 24F
M 14 24 51536908.5 24M
F 15 24 25001050 24F
F 15 24 81631852.5 24F
M 15 24 90933124.5 24M
F 16 24 6198298.5 24F
F 16 24 80634946 24F
M 16 24 53075546.5 24M
F 17 24 47230599.5 24F
M 17 24 12515377.5 24M
M 17 24 44975057 24M
F 18 24 8710571.5 24F
M 18 24 6116370 24M
M 18 24 68100508 24M
F 19 24 48651265 24F
M 19 24 38660626.5 24M
M 19 24 41132814.5 24M
M 21 24 38677781 24M
M 22 24 22165696 24M
F 1 25 3860380 25F
M 1 25 68570654 25M
M 1 25 91998944.5 25M
F 2 25 240477469 25F
M 2 25 31330845 25M
M 2 25 160492423.5 25M
M 2 25 201084903.5 25M
F 3 25 2655128 25F
F 3 25 63159299 25F
M 3 25 25098072.5 25M
M 3 25 65437057.5 25M
F 4 25 179728441 25F
M 4 25 5628096.5 25M
M 4 25 39546830 25M
M 5 25 6334150 25M
M 5 25 116216184.5 25M
F 6 25 147158840 25F
M 7 25 13703760.5 25M
F 8 25 12810377 25F
M 8 25 12580671 25M
F 10 25 1762568 25F
M 10 25 46265286 25M
M 10 25 81812351.5 25M
F 11 25 125508919 25F
M 11 25 117431589.5 25M
M 11 25 128091554 25M
M 12 25 12797015.5 25M
M 12 25 79053108 25M
F 13 25 72985290.5 25F
F 14 25 56250689.5 25F
M 16 25 12382256.5 25M
M 16 25 30142999 25M
F 17 25 76897582 25F
M 17 25 74732353 25M
F 18 25 73566068 25F
M 18 25 5855670 25M
M 19 25 56686479.5 25M
F 20 25 11056786 25F
M 20 25 54919148 25M
F 21 25 31715902 25F
M 21 25 25056138 25M
M 22 25 25794105 25M
F 1 26 29597017.5 26F
M 1 26 76564266.5 26M
M 1 26 165438266 26M
M 1 26 229710287 26M
F 2 26 17463416.5 26F
M 2 26 12178969.5 26M
M 2 26 72978760.5 26M
M 2 26 213199766 26M
F 3 26 123786041.5 26F
M 3 26 70922128 26M
F 4 26 181312362.5 26F
M 4 26 14726512.5 26M
M 4 26 77842259 26M
M 4 26 182481978 26M
F 5 26 54015338.5 26F
M 5 26 5508134.5 26M
M 5 26 83427609 26M
M 5 26 147840665 26M
F 6 26 577643 26F
F 6 26 74579361.5 26F
F 6 26 170662145.5 26F
M 6 26 14828040 26M
M 6 26 45227218.5 26M
M 6 26 77510054.5 26M
M 6 26 153707197.5 26M
F 7 26 2912543.5 26F
F 7 26 135893182.5 26F
M 7 26 14324172 26M
M 7 26 38512336.5 26M
M 7 26 156093888 26M
F 8 26 106093209.5 26F
M 8 26 15018943.5 26M
M 8 26 86143026 26M
M 8 26 105370026.5 26M
M 8 26 126691421.5 26M
F 9 26 32631402.5 26F
M 9 26 24166133.5 26M
M 9 26 82308642.5 26M
F 10 26 28726768 26F
F 10 26 80607634.5 26F
F 10 26 130398454 26F
M 10 26 5367007.5 26M
M 10 26 47086400.5 26M
F 11 26 7239774.5 26F
F 11 26 91829323 26F
M 11 26 78985843 26M
M 11 26 119017715.5 26M
F 12 26 16231588.5 26F
F 12 26 70878429 26F
F 12 26 127979933 26F
M 12 26 6826328 26M
M 12 26 25789444 26M
M 12 26 129192296 26M
M 13 26 106701767.5 26M
F 14 26 20613186 26F
M 14 26 69338509.5 26M
F 15 26 96696845.5 26F
M 15 26 65076184 26M
F 16 26 7066058 26F
F 16 26 76286127 26F
M 16 26 26044574.5 26M
M 16 26 52019568.5 26M
M 16 26 77520284.5 26M
F 17 26 74961756 26F
M 17 26 21386226 26M
M 17 26 44004556.5 26M
M 17 26 70788777.5 26M
M 18 26 23204200 26M
M 18 26 64586839 26M
F 19 26 1454724.5 26F
F 19 26 59490120.5 26F
F 20 26 16151913 26F
M 20 26 54938766 26M
M 21 26 35175729 26M
M 1 27 62120383.5 27M
M 1 27 111893932.5 27M
M 1 27 161840347.5 27M
M 1 27 204409014.5 27M
F 2 27 2568427.5 27F
F 2 27 47560481 27F
F 2 27 164601589 27F
M 2 27 46902047 27M
M 2 27 120764263 27M
M 2 27 165011070.5 27M
M 2 27 177075194.5 27M
F 3 27 2963170.5 27F
F 3 27 74761836 27F
M 3 27 14373028.5 27M
M 3 27 118582650 27M
M 3 27 185990844 27M
F 4 27 7704702.5 27F
M 4 27 37962420.5 27M
M 4 27 136246835 27M
M 4 27 164132750 27M
M 4 27 185125077 27M
F 5 27 78120527 27F
F 5 27 152764462.5 27F
M 5 27 75329800.5 27M
M 5 27 94883415.5 27M
M 5 27 149689050.5 27M
M 5 27 161744298.5 27M
F 6 27 156593696 27F
M 6 27 20204123.5 27M
M 6 27 39686876.5 27M
M 6 27 156877445 27M
F 7 27 8740901.5 27F
M 7 27 15741927 27M
M 7 27 50785091.5 27M
M 7 27 93341037 27M
F 8 27 125537607.5 27F
M 8 27 6192918.5 27M
M 8 27 73486455 27M
F 9 27 73239753.5 27F
M 9 27 83501743 27M
M 9 27 128533335 27M
M 10 27 7671979 27M
M 10 27 43432490 27M
M 10 27 79509262.5 27M
F 11 27 22530739 27F
F 11 27 115972180 27F
M 11 27 2182676.5 27M
M 11 27 98008743 27M
F 12 27 15127196.5 27F
F 12 27 115364115.5 27F
M 12 27 13224951.5 27M
M 12 27 51580850.5 27M
M 12 27 94688152.5 27M
M 13 27 39846583 27M
M 13 27 71946709 27M
M 13 27 100570587.5 27M
F 14 27 90528148 27F
M 14 27 94547400 27M
F 15 27 96666118.5 27F
M 15 27 55436753.5 27M
M 15 27 96819377 27M
M 16 27 16438327.5 27M
M 16 27 83213973 27M
F 17 27 1245762.5 27F
M 17 27 28826128 27M
M 17 27 38717150 27M
M 17 27 73926052.5 27M
F 18 27 4473310.5 27F
F 18 27 47859189.5 27F
M 18 27 55383546.5 27M
F 19 27 11946352 27F
M 19 27 39137736.5 27M
M 19 27 55999825.5 27M
F 20 27 2572126.5 27F
M 20 27 6074309.5 27M
M 22 27 23938758 27M
F 1 28 164660592 28F
M 1 28 61178353 28M
M 1 28 100025196.5 28M
M 2 28 128831166 28M
M 2 28 164248271 28M
M 2 28 205059575 28M
F 3 28 53904004.5 28F
F 3 28 163006879.5 28F
M 3 28 103664877.5 28M
F 4 28 13392176.5 28F
F 4 28 155596342 28F
M 4 28 40245625.5 28M
M 4 28 109029137 28M
M 4 28 156934468 28M
F 5 28 151394477 28F
M 5 28 75877833.5 28M
F 6 28 53483723.5 28F
F 6 28 117779182.5 28F
F 6 28 167552094.5 28F
M 6 28 1711844.5 28M
M 6 28 55640507 28M
F 7 28 50044169.5 28F
F 7 28 119038045 28F
M 7 28 21694968.5 28M
M 7 28 70556562.5 28M
M 7 28 116380334 28M
M 7 28 154033406 28M
M 8 28 70462932 28M
M 8 28 118842626 28M
M 9 28 28243511 28M
M 9 28 82919295 28M
M 10 28 72765246 28M
M 10 28 119375927 28M
F 11 28 72552546.5 28F
F 11 28 130099388.5 28F
M 11 28 21032132.5 28M
F 12 28 4304019 28F
F 12 28 64915882 28F
F 12 28 127214873 28F
M 12 28 63632455 28M
F 13 28 104439648.5 28F
M 13 28 85459227.5 28M
M 13 28 102152640.5 28M
F 14 28 43673570.5 28F
F 14 28 97152568 28F
M 14 28 77178177.5 28M
F 15 28 96049749 28F
M 15 28 68931827 28M
M 15 28 92636019.5 28M
F 16 28 526791 28F
M 16 28 52988909 28M
F 17 28 4985002 28F
F 17 28 66396840.5 28F
M 17 28 9611225 28M
M 17 28 68675043 28M
F 18 28 4168771 28F
M 18 28 4831319.5 28M
F 19 28 58669475.5 28F
M 19 28 46789065.5 28M
F 20 28 13245688.5 28F
M 20 28 55062724.5 28M
F 21 28 38868955.5 28F
F 22 28 29380129 28F
F 1 29 4822490 29F
F 1 29 161810537.5 29F
M 1 29 18477060 29M
F 2 29 53585378.5 29F
F 2 29 117859169 29F
F 2 29 185957991.5 29F
M 2 29 4257337 29M
M 2 29 106722532.5 29M
M 2 29 180009688.5 29M
M 2 29 228269639 29M
M 3 29 5610614 29M
F 4 29 30618723 29F
F 4 29 86557898.5 29F
M 4 29 3693204.5 29M
M 4 29 184022146.5 29M
F 5 29 121569029 29F
M 5 29 54246507 29M
M 5 29 74173329.5 29M
M 5 29 114524544.5 29M
M 5 29 152440848.5 29M
M 5 29 177913840.5 29M
M 6 29 14106913.5 29M
M 6 29 88541648 29M
M 6 29 125161309 29M
M 7 29 34301729 29M
F 8 29 106671865 29F
M 8 29 56239681 29M
M 8 29 93623621.5 29M
F 9 29 90612801.5 29F
M 9 29 19715726 29M
M 9 29 80645995.5 29M
F 10 29 95283731 29F
F 10 29 130481834 29F
M 10 29 25959364.5 29M
M 10 29 114857964 29M
F 11 29 38102288 29F
F 11 29 131948043 29F
M 11 29 44175048.5 29M
M 11 29 59082479 29M
M 11 29 90725048 29M
F 12 29 2826497.5 29F
F 12 29 56585439.5 29F
F 12 29 127953454.5 29F
M 12 29 24394687 29M
M 12 29 56367818.5 29M
M 12 29 116831254.5 29M
F 13 29 23398109.5 29F
M 13 29 28783054.5 29M
F 14 29 36028872.5 29F
F 14 29 98505850 29F
M 14 29 21548050 29M
M 14 29 56514065 29M
M 14 29 88712568 29M
M 16 29 17969812.5 29M
M 16 29 49866373.5 29M
F 17 29 51504423 29F
F 17 29 73029736.5 29F
M 17 29 14596825.5 29M
M 17 29 75313195.5 29M
F 18 29 959695.5 29F
M 18 29 4719999.5 29M
F 19 29 4513767 29F
M 19 29 17875631.5 29M
M 20 29 19374691.5 29M
M 20 29 36568090.5 29M
M 20 29 55663469.5 29M
F 21 29 16857713 29F
F 21 29 31136259 29F
M 21 29 15033597 29M
F 22 29 42808596.5 29F
F 1 30 232417522 30F
M 1 30 41035228.5 30M
M 1 30 110685351 30M
M 1 30 176351581.5 30M
M 1 30 206342135.5 30M
M 1 30 239387060 30M
F 2 30 178160252 30F
F 2 30 211362334.5 30F
M 2 30 113129374 30M
F 3 30 2067524 30F
F 3 30 58510341.5 30F
M 3 30 105068630.5 30M
M 3 30 147777372.5 30M
F 4 30 190179920.5 30F
M 4 30 54990922 30M
M 4 30 161999958 30M
M 4 30 175722944 30M
F 5 30 24397751.5 30F
F 5 30 179391005 30F
M 5 30 65558943.5 30M
M 5 30 117758949.5 30M
M 5 30 146504512 30M
M 5 30 173119443.5 30M
F 6 30 158540966 30F
M 6 30 34273727 30M
M 6 30 36866232 30M
M 6 30 155790846.5 30M
M 7 30 18072844 30M
M 7 30 47128167.5 30M
M 7 30 78381373 30M
M 7 30 117284276 30M
M 7 30 138381959 30M
F 8 30 21327526 30F
F 8 30 123531732 30F
